item,brand,category
1957,1621,1
1958,1621,1
1959,1005,5
1960,1929,3
1961,1103,3
1962,394,0
1963,1544,0
1964,1283,3
1965,1910,0
1966,1116,0
1967,1660,1
1968,1660,1
1969,999,3
1970,2007,7
1971,485,1
1972,737,3
1973,523,3
1974,1007,1
1975,603,3
1976,2422,0
1977,1382,3
1978,2057,11
1979,1335,3
1980,2309,3
1981,2309,3
1982,986,1
1983,2260,3
1984,2143,3
1985,653,1
1986,2693,3
1987,480,1
1988,2696,3
1989,587,3
1990,359,0
1991,480,1
1992,480,1
1993,393,0
1994,1185,3
1995,400,0
1996,2693,0
1997,588,3
1998,2013,1
1999,2315,3
2000,402,6
2001,1392,0
2002,302,3
2003,1382,3
2004,1515,3
2005,1392,3
2006,480,1
2007,887,0
2008,1205,6
2009,2476,3
2010,2608,6
2011,1274,8
2012,985,5
2013,566,3
2014,985,5
2015,2240,9
2016,2548,3
2017,1745,1
2018,1745,1
2019,480,1
2020,2003,1
2021,480,1
2022,480,1
2023,2143,0
2024,816,11
2025,1268,1
2026,1858,8
2027,578,3
2028,1553,0
2029,1835,0
2030,2468,1
2031,1282,3
2032,2006,8
2033,603,3
2034,986,1
2035,333,3
2036,1854,0
2037,2315,0
2038,2103,1
2039,2239,1
2040,2476,3
2041,1078,3
2042,480,1
2043,480,1
2044,480,1
2045,2659,0
2046,175,8
2047,664,3
2048,985,5
2049,985,5
2050,833,6
2051,175,3
2052,1762,1
2053,511,0
2054,2006,3
2055,2239,1
2056,2006,1
2057,2578,3
2058,1282,3
2059,2006,3
2060,1283,3
2061,2006,3
2062,480,1
2063,480,1
2064,2007,8
2065,2007,8
2066,2187,3
2067,58,0
2068,498,0
2069,2021,3
2070,2278,3
2071,588,3
2072,588,3
2073,14,3
2074,2229,3
2075,536,8
2076,570,0
2077,2528,0
2078,1660,1
2079,2103,8
2080,1905,3
2081,1884,1
2082,1884,1
2083,1621,1
2084,1621,1
2085,2103,3
2086,1843,7
2087,380,0
2088,96,7
2089,2103,7
2090,1772,0
2091,2309,3
2092,2352,3
2093,175,3
2094,175,3
2095,175,3
2096,2301,3
2097,1578,3
2098,1392,7
2099,1007,1
2100,2096,0
2101,1445,3
2102,794,0
2103,996,0
2104,206,2
2105,206,2
2106,206,2
2107,1211,6
2108,1211,6
2109,499,0
2110,951,9
2111,2103,8
2112,480,1
2113,2003,11
2114,2003,11
2115,2301,11
2116,131,3
2117,2696,0
2118,999,0
2119,1745,11
2120,2384,0
2121,1578,3
2122,951,9
2123,1123,3
2124,1761,1
2125,1761,1
2126,1685,1
2127,1685,1
2128,1018,1
2129,1018,1
2130,2003,11
2131,1585,6
2132,1382,3
2133,1858,0
2134,1858,0
2135,831,8
2136,1785,11
2137,1932,3
2138,1154,0
2139,1083,3
2140,1143,3
2141,2647,0
2142,1143,8
2143,1268,1
2144,1929,0
2145,2647,0
2146,2293,1
2147,2293,1
2148,2429,0
2149,1573,1
2150,2053,1
2151,1759,0
2152,302,3
2153,1772,11
2154,62,5
2155,252,7
2156,252,7
2157,685,0
2158,2103,6
2159,2103,6
2160,2103,6
2161,1515,3
2162,208,6
2163,1392,3
2164,480,1
2165,480,1
2166,480,1
2167,302,0
2168,2489,0
2169,2489,0
2170,2489,0
2171,430,0
2172,985,5
2173,1392,3
2174,985,5
2175,638,3
2176,1189,3
2177,2103,7
2178,2006,8
2179,2006,8
2180,2410,3
2181,2410,3
2182,2052,0
2183,1695,7
2184,1929,9
2185,1929,0
2186,1543,0
2187,1543,0
2188,2103,11
2189,175,3
2190,489,3
2191,393,0
2192,1810,0
2193,2020,1
2194,480,1
2195,2447,1
2196,1795,6
2197,480,3
2198,1392,3
2199,1698,1
2200,393,3
2201,2021,3
2202,2103,8
2203,678,1
2204,2210,0
2205,1268,1
2206,398,0
2207,1223,8
2208,2369,0
2209,2370,8
2210,1382,1
2211,1543,3
2212,1543,0
2213,2007,7
2214,2406,1
2215,302,3
2216,1398,1
2217,1398,1
2218,1398,1
2219,1939,0
2220,1939,0
2221,1939,0
2222,2608,0
2223,40,6
2224,2103,8
2225,2698,3
2226,2476,3
2227,999,3
2228,1804,3
2229,2353,0
2230,2103,1
2231,1392,3
2232,2353,0
2233,2294,5
2234,2103,7
2235,2103,6
2236,1189,3
2237,603,3
2238,2595,8
2239,999,3
2240,1516,8
2241,1795,6
2242,1479,0
2243,2640,1
2244,2729,3
2245,1274,8
2246,302,0
2247,1553,0
2248,2434,0
2249,2098,0
2250,2098,8
2251,2143,3
2252,1669,0
2253,2143,3
2254,2429,9
2255,629,0
2256,999,0
2257,1578,3
2258,1698,1
2259,2478,2
2260,62,5
2261,2627,0
2262,2410,3
2263,999,3
2264,2415,8
2265,393,3
2266,1858,0
2267,480,1
2268,506,0
2269,1772,0
2270,99,3
2271,393,0
2272,400,0
2273,369,3
2274,1462,1
2275,1083,11
2276,1905,3
2277,2405,0
2278,1905,0
2279,1660,1
2280,2647,3
2281,2528,3
2282,2476,3
2283,1146,3
2284,2398,1
2285,2011,8
2286,1806,7
2287,1806,7
2288,459,0
2289,2143,0
2290,359,6
2291,1069,3
2292,2006,3
2293,2053,1
2294,602,0
2295,2263,0
2296,1806,7
2297,1806,7
2298,2608,6
2299,652,0
2300,2006,3
2301,2227,3
2302,1858,0
2303,58,3
2304,58,3
2305,201,3
2306,1083,3
2307,2429,0
2308,1491,0
2309,1399,6
2310,2551,8
2311,1491,0
2312,1284,3
2313,928,1
2314,2428,1
2315,364,3
2316,2182,3
2317,398,0
2318,322,9
2319,1185,3
2320,143,0
2321,1543,0
2322,2359,6
2323,1698,1
2324,773,0
2325,343,0
2326,548,3
2327,1929,3
2328,999,0
2329,1462,1
2330,2103,11
2331,1143,8
2332,61,3
2333,704,8
2334,1569,0
2335,1387,3
2336,1578,3
2337,1714,1
2338,2103,3
2339,459,0
2340,21,3
2341,1714,1
2342,1695,7
2343,1909,2
2344,1714,1
2345,682,1
2346,1909,2
2347,1392,3
2348,1398,1
2349,2154,0
2350,2540,7
2351,1146,3
2352,1146,3
2353,2003,3
2354,1382,3
2355,1578,3
2356,2599,3
2357,1578,3
2358,1929,3
2359,2422,0
2360,1733,1
2361,1733,1
2362,2006,3
2363,2361,0
2364,2608,6
2365,914,2
2366,62,5
2367,2361,3
2368,1780,3
2369,1515,3
2370,1515,3
2371,398,0
2372,400,0
2373,2171,3
2374,561,3
2375,286,8
2376,2007,8
2377,398,0
2378,2006,3
2379,447,0
2380,1717,0
2381,1294,1
2382,626,1
2383,165,0
2384,1621,1
2385,1621,1
2386,2403,3
2387,1772,0
2388,2350,5
2389,2006,3
2390,673,1
2391,1416,0
2392,2476,3
2393,662,0
2394,286,8
2395,652,0
2396,1830,1
2397,2006,3
2398,1282,3
2399,2560,8
2400,2276,3
2401,480,1
2402,480,1
2403,2278,3
2404,1745,1
2405,1745,1
2406,1745,1
2407,302,3
2408,1162,0
2409,999,0
2410,1282,3
2411,406,0
2412,2476,3
2413,1543,0
2414,393,0
2415,1282,3
2416,2102,7
2417,2102,7
2418,1843,2
2419,1185,3
2420,2109,2
2421,708,3
2422,1146,3
2423,2429,9
2424,694,1
2425,1189,3
2426,1185,3
2427,175,3
2428,2428,1
2429,2301,11
2430,1795,0
2431,62,5
2432,1445,3
2433,2011,8
2434,694,1
2435,1083,3
2436,2485,0
2437,2485,0
2438,2485,0
2439,2103,0
2440,2485,0
2441,2485,0
2442,2485,0
2443,2485,0
2444,2252,3
2445,2229,3
2446,1653,0
2447,1392,3
2448,1392,3
2449,1221,7
2450,1392,3
2451,1392,3
2452,203,0
2453,1032,0
2454,2017,8
2455,1559,0
2456,2754,3
2457,2103,1
2458,1086,3
2459,2307,0
2460,1621,1
2461,1621,1
2462,2009,1
2463,1425,2
2464,1513,3
2465,1045,3
2466,263,2
2467,2239,1
2468,2301,11
2469,2301,11
2470,2136,0
2471,1644,3
2472,999,3
2473,585,3
2474,1083,3
2475,1083,3
2476,1203,0
2477,1074,8
2478,1711,7
2479,1711,2
2480,1711,0
2481,286,8
2482,2006,3
2483,757,3
2484,2143,3
2485,2143,3
2486,1154,0
2487,2290,11
2488,1717,0
2489,985,5
2490,985,2
2491,133,8
2492,2580,1
2493,1685,3
2494,1621,1
2495,2081,1
2496,1621,1
2497,560,3
2498,1735,0
2499,1574,5
2500,2595,8
2501,480,1
2502,480,1
2503,2476,3
2504,1856,0
2505,480,1
2506,1263,8
2507,1929,0
2508,2580,1
2509,2263,1
2510,2103,6
2511,1715,3
2512,94,3
2513,2077,11
2514,2032,6
2515,2032,6
2516,2032,6
2517,1781,1
2518,815,1
2519,828,2
2520,1543,0
2521,2476,3
2522,1392,3
2523,2103,8
2524,1392,3
2525,1392,3
2526,2152,2
2527,1621,1
2528,2006,3
2529,175,8
2530,175,8
2531,175,8
2532,2006,3
2533,1515,3
2534,1515,3
2535,387,5
2536,603,3
2537,2580,1
2538,1481,1
2539,1481,1
2540,1481,1
2541,175,8
2542,175,8
2543,175,8
2544,175,8
2545,175,8
2546,175,8
2547,2239,1
2548,2103,11
2549,1282,3
2550,2006,3
2551,1905,0
2552,562,6
2553,665,5
2554,2021,3
2555,2021,3
2556,2501,3
2557,1390,8
2558,223,8
2559,2124,8
2560,2032,6
2561,2006,3
2562,506,2
2563,560,3
2564,2580,1
2565,928,1
2566,928,1
2567,928,1
2568,928,1
2569,928,1
2570,928,1
2571,928,1
2572,928,1
2573,928,1
2574,393,3
2575,573,1
2576,480,1
2577,480,1
2578,480,1
2579,480,1
2580,2239,1
2581,682,1
2582,1745,11
2583,2006,8
2584,1621,1
2585,1858,0
2586,1858,0
2587,686,3
2588,1534,3
2589,1534,3
2590,201,3
2591,2422,0
2592,2580,1
2593,938,1
2594,1543,0
2595,1294,1
2596,175,8
2597,2422,0
2598,951,6
2599,1205,6
2600,1205,0
2601,447,0
2602,511,0
2603,511,0
2604,133,6
2605,1754,3
2606,1689,1
2607,380,0
2608,173,3
2609,1735,0
2610,229,1
2611,2143,3
2612,62,5
2613,2294,5
2614,2006,8
2615,1178,0
2616,380,0
2617,2003,11
2618,2638,1
2619,775,0
2620,2580,1
2621,1698,1
2622,2485,0
2623,2124,8
2624,1143,8
2625,1709,3
2626,914,1
2627,786,3
2628,480,1
2629,2003,3
2630,1543,0
2631,1202,0
2632,2429,1
2633,62,5
2634,2429,1
2635,2103,11
2636,1491,0
2637,2476,3
2638,2476,3
2639,175,0
2640,1069,3
2641,2143,3
2642,1745,1
2643,263,0
2644,133,3
2645,826,0
2646,523,3
2647,99,3
2648,1282,3
2649,2309,3
2650,999,0
2651,1441,2
2652,999,0
2653,1795,3
2654,2365,8
2655,837,8
2656,583,8
2657,2143,3
2658,869,3
2659,1660,1
2660,2190,3
2661,238,1
2662,837,8
2663,2139,1
2664,2019,3
2665,2231,0
2666,1906,0
2667,2365,8
2668,2231,0
2669,1233,0
2670,1745,12
2671,981,3
2672,174,0
2673,193,3
2674,2476,11
2675,1543,0
2676,39,6
2677,1698,1
2678,2143,3
2679,588,3
2680,588,3
2681,480,1
2682,790,0
2683,2347,0
2684,480,1
2685,1335,3
2686,393,0
2687,146,0
2688,2580,1
2689,2580,1
2690,611,1
2691,2429,0
2692,2547,0
2693,1795,3
2694,560,3
2695,2229,3
2696,999,1
2697,1268,1
2698,1932,3
2699,772,1
2700,2429,0
2701,767,3
2702,411,3
2703,587,1
2704,1544,6
2705,1258,3
2706,2316,0
2707,1535,7
2708,2143,0
2709,425,3
2710,489,3
2711,201,3
2712,2315,3
2713,1581,3
2714,2175,3
2715,1462,1
2716,1274,3
2717,1698,1
2718,1930,3
2719,1929,0
2720,495,0
2721,1392,0
2722,900,0
2723,2370,3
2724,1018,1
2725,2185,3
2726,1491,3
2727,1491,3
2728,1589,0
2729,1761,1
2730,985,5
2731,588,3
2732,573,1
2733,503,3
2734,999,5
2735,1929,3
2736,2729,3
2737,2139,1
2738,2139,1
2739,2139,3
2740,588,3
2741,1392,3
2742,2053,1
2743,302,0
2744,560,3
2745,561,3
2746,561,3
2747,2729,3
2748,1382,3
2749,573,1
2750,302,14
2751,2309,3
2752,2309,3
2753,1581,3
2754,1392,3
2755,999,0
2756,2219,8
2757,393,3
2758,914,1
2759,1069,3
2760,1505,2
2761,1515,3
2762,2183,8
2763,1052,1
2764,1189,3
2765,398,0
2766,1696,2
2767,480,1
2768,985,5
2769,1929,3
2770,99,3
2771,2315,3
2772,2227,0
2773,201,3
2774,508,5
2775,1843,7
2776,1843,7
2777,2514,2
2778,1909,2
2779,2103,0
2780,2229,3
2781,536,6
2782,652,0
2783,2063,9
2784,888,1
2785,2053,1
2786,1992,3
2787,999,3
2788,1915,11
2789,697,3
2790,1621,1
2791,985,3
2792,2103,1
2793,2580,1
2794,2309,3
2795,831,0
2796,654,7
2797,1283,3
2798,1992,0
2799,684,8
2800,593,3
2801,1543,0
2802,2540,7
2803,489,3
2804,1843,2
2805,1938,3
2806,535,2
2807,2496,0
2808,2017,8
2809,1856,5
2810,94,3
2811,1745,1
2812,1551,3
2813,2259,3
2814,1912,1
2815,1551,3
2816,1143,5
2817,2006,3
2818,757,3
2819,2429,0
2820,831,8
2821,831,8
2822,831,8
2823,201,3
2824,2229,3
2825,2229,3
2826,2691,3
2827,115,3
2828,2021,3
2829,2021,3
2830,1765,3
2831,1268,1
2832,2476,3
2833,2103,7
2834,588,3
2835,2103,6
2836,2103,6
2837,40,6
2838,506,0
2839,2422,3
2840,1543,0
2841,573,1
2842,996,0
2843,1143,0
2844,573,1
2845,292,3
2846,263,2
2847,587,3
2848,573,1
2849,999,3
2850,1905,0
2851,489,1
2852,489,3
2853,585,3
2854,2103,1
2855,1621,1
2856,2143,0
2857,489,5
2858,985,5
2859,1795,0
2860,1515,3
2861,573,1
2862,1745,11
2863,573,1
2864,1146,3
2865,1382,3
2866,1795,3
2867,1795,3
2868,2103,1
2869,1444,7
2870,480,1
2871,480,1
2872,480,1
2873,480,1
2874,1945,3
2875,2548,3
2876,2021,3
2877,2021,3
2878,573,1
2879,573,1
2880,1486,3
2881,608,3
2882,140,3
2883,2301,11
2884,2006,3
2885,2006,3
2886,2006,3
2887,2006,3
2888,2580,1
2889,1742,1
2890,2410,3
2891,1800,1
2892,573,1
2893,2103,8
2894,535,2
2895,2478,2
2896,141,0
2897,141,0
2898,141,3
2899,141,3
2900,141,0
2901,141,3
2902,141,3
2903,573,1
2904,498,1
2905,2429,0
2906,2429,0
2907,1843,2
2908,1795,6
2909,2003,11
2910,1543,0
2911,1543,0
2912,1543,0
2913,1543,0
2914,1685,1
2915,1685,1
2916,1543,3
2917,2301,11
2918,1319,3
2919,141,0
2920,2441,1
2921,2041,0
2922,573,1
2923,573,1
2924,535,2
2925,2465,3
2926,823,3
2927,489,1
2928,573,1
2929,489,1
2930,201,3
2931,985,5
2932,2143,0
2933,1543,3
2934,1398,1
2935,1745,11
2936,664,3
2937,2429,1
2938,661,0
2939,1454,11
2940,1929,3
2941,2032,6
2942,1554,8
2943,1554,8
2944,2580,1
2945,2270,0
2946,2504,8
2947,2580,1
2948,1115,1
2949,2476,3
2950,1069,3
2951,1553,3
2952,1858,0
2953,1578,3
2954,1772,0
2955,566,3
2956,1543,0
2957,1929,3
2958,1543,0
2959,882,0
2960,359,0
2961,498,1
2962,1319,11
2963,1543,0
2964,1543,0
2965,2103,11
2966,2103,11
2967,1392,3
2968,1543,0
2969,302,0
2970,489,3
2971,489,1
2972,2242,3
2973,757,3
2974,2227,3
2975,1448,5
2976,2294,5
2977,2294,5
2978,2422,3
2979,2696,0
2980,393,0
2981,1490,2
2982,1543,0
2983,1543,0
2984,1543,0
2985,999,0
2986,1382,3
2987,642,0
2988,1268,1
2989,2143,0
2990,2270,0
2991,2365,9
2992,1491,3
2993,1491,3
2994,1491,3
2995,1481,1
2996,687,8
2997,2263,1
2998,573,1
2999,573,1
3000,1516,8
3001,1516,8
3002,1294,1
3003,2076,1
3004,61,3
3005,485,1
3006,95,3
3007,1929,0
3008,1505,2
3009,187,0
3010,2516,2
3011,2006,3
3012,2006,3
3013,2006,3
3014,480,1
3015,480,1
3016,1599,1
3017,2729,3
3018,2143,0
3019,387,1
3020,1282,3
3021,1282,3
3022,1367,3
3023,2003,3
3024,1448,5
3025,2476,3
3026,1515,3
3027,963,0
3028,1024,0
3029,2053,1
3030,2130,8
3031,914,1
3032,790,0
3033,2692,0
3034,663,1
3035,201,3
3036,302,3
3037,1858,0
3038,175,3
3039,1912,1
3040,2579,0
3041,2429,0
3042,885,3
3043,1018,1
3044,1543,3
3045,985,5
3046,133,3
3047,133,3
3048,682,1
3049,1515,3
3050,61,3
3051,2431,0
3052,985,5
3053,1292,6
3054,1929,0
3055,1975,6
3056,2003,3
3057,2185,3
3058,2431,0
3059,1621,1
3060,1392,0
3061,2431,0
3062,1729,1
3063,560,3
3064,1479,6
3065,1621,1
3066,1945,3
3067,2548,0
3068,2490,0
3069,1481,1
3070,1268,1
3071,664,3
3072,1174,3
3073,2003,3
3074,999,3
3075,951,11
3076,560,3
3077,560,3
3078,560,3
3079,560,3
3080,523,1
3081,1395,0
3082,2621,3
3083,1929,3
3084,369,3
3085,1651,3
3086,1398,1
3087,985,5
3088,456,6
3089,805,3
3090,1929,3
3091,2143,3
3092,1929,3
3093,1367,3
3094,1828,0
3095,999,3
3096,635,3
3097,1858,0
3098,594,8
3099,1069,8
3100,2021,3
3101,566,3
3102,419,0
3103,1832,0
3104,1367,3
3105,597,3
3106,635,3
3107,1368,0
3108,2429,9
3109,271,3
3110,196,0
3111,1392,3
3112,2612,0
3113,1382,3
3114,587,3
3115,1282,3
3116,2021,3
3117,552,3
3118,552,3
3119,552,3
3120,2185,3
3121,1772,8
3122,748,3
3123,2149,0
3124,1977,0
3125,2416,1
3126,796,7
3127,566,3
3128,1534,3
3129,1069,3
3130,328,1
3131,116,1
3132,2103,3
3133,1022,1
3134,1817,1
3135,2103,1
3136,1146,3
3137,2485,0
3138,566,3
3139,1745,1
3140,1869,0
3141,2024,3
3142,2401,3
3143,2400,0
3144,1559,0
3145,0,0
3146,109,1
3147,1745,1
3148,584,8
3149,2580,3
3150,999,3
3151,2309,3
3152,570,0
3153,1559,0
3154,2229,3
3155,1593,5
3156,1544,2
3157,2578,3
3158,999,3
3159,1392,3
3160,1133,3
3161,839,3
3162,2032,0
3163,1392,3
3164,2764,0
3165,232,0
3166,1481,8
3167,1162,3
3168,1536,3
3169,1745,6
3170,1282,3
3171,2059,3
3172,999,3
3173,380,0
3174,1543,3
3175,2301,3
3176,1172,2
3177,201,3
3178,638,0
3179,2003,3
3180,175,3
3181,175,3
3182,2476,3
3183,2227,3
3184,1740,6
3185,1628,3
3186,999,0
3187,393,3
3188,393,0
3189,1919,3
3190,1559,0
3191,892,1
3192,2476,3
3193,2429,3
3194,61,3
3195,2053,1
3196,1088,0
3197,2032,6
3198,1069,3
3199,2006,3
3200,985,5
3201,1474,0
3202,1985,1
3203,1515,3
3204,585,3
3205,587,6
3206,1392,3
3207,489,1
3208,1282,3
3209,2370,3
3210,1544,8
3211,489,1
3212,489,3
3213,201,3
3214,2185,3
3215,1934,1
3216,2260,1
3217,529,0
3218,1761,1
3219,1544,0
3220,1662,11
3221,1018,1
3222,369,3
3223,1391,1
3224,985,5
3225,999,8
3226,2390,7
3227,177,3
3228,2103,1
3229,2711,3
3230,1292,6
3231,1292,6
3232,998,8
3233,892,1
3234,641,3
3235,2143,3
3236,15,3
3237,1392,3
3238,2376,3
3239,560,3
3240,1268,1
3241,1543,3
3242,14,3
3243,2767,0
3244,2143,3
3245,2374,6
3246,208,1
3247,208,7
3248,2227,3
3249,2003,3
3250,2229,3
3251,393,3
3252,524,3
3253,2021,3
3254,393,0
3255,694,1
3256,1294,1
3257,393,3
3258,1392,3
3259,1143,0
3260,2618,3
3261,453,3
3262,2720,8
3263,2342,1
3264,1544,3
3265,1745,1
3266,999,3
3267,91,0
3268,2401,0
3269,1856,5
3270,2087,14
3271,298,6
3272,1837,0
3273,676,0
3274,2476,3
3275,1515,8
3276,1963,3
3277,928,1
3278,928,1
3279,2476,3
3280,928,1
3281,1543,3
3282,933,3
3283,1392,3
3284,359,11
3285,262,0
3286,175,8
3287,1119,1
3288,1392,8
3289,560,3
3290,1624,0
3291,946,3
3292,480,1
3293,480,1
3294,359,6
3295,1912,1
3296,2239,1
3297,2422,3
3298,1699,0
3299,1553,3
3300,175,8
3301,175,8
3302,511,0
3303,2006,8
3304,511,0
3305,992,0
3306,1888,3
3307,560,3
3308,359,11
3309,511,0
3310,1462,1
3311,480,1
3312,1448,5
3313,133,3
3314,180,3
3315,480,1
3316,480,1
3317,480,1
3318,480,1
3319,97,0
3320,2006,3
3321,1543,0
3322,1515,3
3323,302,0
3324,1392,3
3325,2242,3
3326,47,0
3327,603,3
3328,398,0
3329,2143,3
3330,2006,3
3331,1292,8
3332,2476,3
3333,717,3
3334,1392,3
3335,1274,3
3336,2465,3
3337,999,3
3338,1398,1
3339,1398,1
3340,1294,3
3341,1729,1
3342,2103,11
3343,2504,8
3344,1312,3
3345,1143,3
3346,2043,0
3347,25,3
3348,2278,3
3349,585,8
3350,598,3
3351,2476,3
3352,1385,3
3353,553,1
3354,1392,3
3355,1553,1
3356,1145,3
3357,2185,0
3358,1063,3
3359,914,1
3360,560,3
3361,58,3
3362,1146,3
3363,1392,3
3364,654,7
3365,2733,0
3366,999,0
3367,302,8
3368,2429,1
3369,814,0
3370,2370,8
3371,573,1
3372,2032,6
3373,45,3
3374,764,1
3375,536,6
3376,1918,1
3377,1170,1
3378,2227,3
3379,537,8
3380,489,3
3381,2227,3
3382,1755,3
3383,291,3
3384,2661,3
3385,2485,0
3386,1737,3
3387,2032,6
3388,175,3
3389,175,3
3390,1713,0
3391,755,6
3392,1672,3
3393,2647,0
3394,2429,0
3395,2476,3
3396,1130,0
3397,2712,2
3398,162,3
3399,677,3
3400,999,3
3401,857,1
3402,1153,3
3403,201,3
3404,523,3
3405,1018,1
3406,532,0
3407,676,3
3408,2550,0
3409,141,3
3410,141,5
3411,1515,3
3412,1189,3
3413,13,0
3414,926,1
3415,573,1
3416,1599,1
3417,2238,1
3418,42,3
3419,2309,3
3420,1187,1
3421,1195,0
3422,328,1
3423,1162,0
3424,1515,3
3425,139,14
3426,253,8
3427,1392,3
3428,1929,8
3429,2227,3
3430,2227,3
3431,1610,3
3432,1284,3
3433,1509,7
3434,2729,3
3435,1853,0
3436,566,3
3437,1853,0
3438,2309,3
3439,2052,0
3440,2476,3
3441,2003,3
3442,1588,0
3443,1515,3
3444,1143,0
3445,351,0
3446,94,3
3447,1267,0
3448,1294,1
3449,1294,1
3450,1651,3
3451,794,0
3452,359,6
3453,2143,3
3454,2143,3
3455,2422,3
3456,1599,1
3457,366,5
3458,926,1
3459,1249,3
3460,1582,1
3461,216,8
3462,532,0
3463,1392,3
3464,398,0
3465,1358,0
3466,263,2
3467,2429,0
3468,1745,3
3469,393,0
3470,480,1
3471,480,1
3472,1929,3
3473,838,3
3474,1500,3
3475,2103,1
3476,1162,3
3477,947,3
3478,2745,3
3479,866,12
3480,2007,8
3481,1335,3
3482,2143,3
3483,2227,3
3484,1621,1
3485,999,0
3486,2172,3
3487,536,6
3488,489,3
3489,489,3
3490,1515,3
3491,1162,0
3492,480,1
3493,1189,3
3494,1189,3
3495,1772,8
3496,985,3
3497,1685,1
3498,535,8
3499,938,1
3500,393,3
3501,1398,1
3502,409,3
3503,1398,1
3504,2141,0
3505,1392,3
3506,1542,0
3507,386,0
3508,573,1
3509,2283,11
3510,405,3
3511,2476,3
3512,1578,3
3513,535,2
3514,398,8
3515,2103,11
3516,2059,3
3517,650,1
3518,1806,7
3519,2143,3
3520,2143,3
3521,1162,3
3522,664,3
3523,1511,3
3524,397,0
3525,2139,10
3526,2350,1
3527,999,0
3528,1175,3
3529,566,3
3530,1224,1
3531,1966,2
3532,2103,8
3533,2103,0
3534,2103,0
3535,2103,8
3536,201,3
3537,1745,11
3538,1392,3
3539,1171,3
3540,1392,0
3541,1799,3
3542,2024,3
3543,165,0
3544,1224,1
3545,652,0
3546,1745,1
3547,1031,7
3548,664,3
3549,1745,1
3550,1644,3
3551,658,0
3552,2599,3
3553,480,1
3554,164,0
3555,2103,11
3556,480,1
3557,2579,0
3558,2579,0
3559,2053,1
3560,990,3
3561,990,3
3562,990,3
3563,990,3
3564,990,3
3565,2315,0
3566,1162,3
3567,1211,6
3568,1211,6
3569,2006,3
3570,2003,11
3571,1856,5
3572,552,3
3573,1382,3
3574,1294,0
3575,1309,0
3576,1804,1
3577,544,0
3578,2294,5
3579,2294,5
3580,2294,5
3581,523,3
3582,1382,3
3583,1392,3
3584,2353,0
3585,2732,0
3586,999,0
3587,2021,3
3588,2301,3
3589,2406,1
3590,2109,2
3591,1143,0
3592,2227,3
3593,2227,3
3594,2227,3
3595,1249,3
3596,326,5
3597,1847,0
3598,489,1
3599,271,3
3600,1772,6
3601,1772,6
3602,1392,3
3603,1268,1
3604,2072,6
3605,1772,8
3606,1448,5
3607,2071,3
3608,1509,11
3609,2476,3
3610,1505,2
3611,2006,3
3612,1714,1
3613,1594,6
3614,1684,5
3615,1772,0
3616,1772,0
3617,828,5
3618,2316,0
3619,1929,3
3620,2695,6
3621,1977,0
3622,928,1
3623,1195,0
3624,814,0
3625,2043,0
3626,1745,6
3627,2309,3
3628,663,3
3629,2143,3
3630,649,3
3631,2696,3
3632,2432,3
3633,1392,0
3634,1491,0
3635,1708,8
3636,1491,0
3637,2476,3
3638,1772,8
3639,1376,14
3640,2429,0
3641,1578,3
3642,1037,3
3643,1789,1
3644,2143,3
3645,1793,2
3646,1793,2
3647,1599,1
3648,2177,3
3649,2072,6
3650,2053,1
3651,1372,6
3652,1392,3
3653,2465,3
3654,1284,0
3655,42,3
3656,560,3
3657,1599,1
3658,418,3
3659,2021,3
3660,926,1
3661,1543,0
3662,2580,1
3663,2264,3
3664,588,3
3665,1919,3
3666,926,1
3667,2467,9
3668,1367,3
3669,597,3
3670,90,3
3671,2315,0
3672,328,1
3673,1082,2
3674,1578,3
3675,1162,3
3676,1543,0
3677,1543,3
3678,2542,3
3679,1543,0
3680,985,5
3681,141,0
3682,141,1
3683,2467,3
3684,2032,6
3685,2196,11
3686,1804,1
3687,141,3
3688,1392,3
3689,1392,3
3690,2376,3
3691,1772,11
3692,1698,1
3693,141,3
3694,141,3
3695,489,0
3696,1392,3
3697,1835,3
3698,1128,3
3699,2647,0
3700,1853,0
3701,2315,3
3702,2614,0
3703,786,3
3704,2476,7
3705,2476,3
3706,999,0
3707,141,0
3708,2565,8
3709,985,5
3710,985,5
3711,566,3
3712,1669,0
3713,587,8
3714,2011,3
3715,985,5
3716,2103,1
3717,2422,3
3718,2053,1
3719,1735,3
3720,560,3
3721,2103,1
3722,393,0
3723,1145,3
3724,393,0
3725,1070,6
3726,1820,0
3727,302,0
3728,1836,3
3729,573,1
3730,566,3
3731,1249,3
3732,1249,3
3733,999,3
3734,1599,1
3735,1143,3
3736,1143,3
3737,363,3
3738,1387,8
3739,1491,3
3740,2698,3
3741,2021,3
3742,833,6
3743,2390,3
3744,2422,0
3745,1122,1
3746,560,3
3747,1060,3
3748,2476,3
3749,480,1
3750,1249,3
3751,133,8
3752,832,0
3753,2342,1
3754,2021,3
3755,1515,3
3756,302,0
3757,1203,3
3758,1060,3
3759,1332,1
3760,2376,3
3761,274,2
3762,1544,0
3763,1544,8
3764,1392,3
3765,1884,1
3766,218,0
3767,1884,1
3768,71,3
3769,2143,0
3770,1708,3
3771,111,0
3772,921,0
3773,2548,3
3774,1018,1
3775,1491,0
3776,1698,1
3777,1698,1
3778,1804,1
3779,925,0
3780,1804,1
3781,1799,3
3782,1702,3
3783,1804,1
3784,681,1
3785,1804,1
