movie,genres,director,stars
1664,4,940,926
1665,4,354,363
1666,4,941,927
1667,4,114,197
1668,4,370,30
1669,4,703,248
1670,4,182,4
1671,4,81,210
1672,1,187,1
1673,4,193,928
1674,10,942,929
1675,4,943,930
1676,4,528,865
1677,5,944,302
1678,4,653,248
1679,4,220,931
1680,7,945,71
1681,4,210,15
1682,4,946,196
1683,4,947,71
1684,12,297,71
1685,7,10,293
1686,7,889,110
1687,18,948,103
1688,7,134,97
1689,0,763,96
1690,0,949,932
1691,0,517,15
1692,10,950,659
1693,4,951,933
1694,5,83,316
1695,4,384,934
1696,1,295,935
1697,4,952,411
1698,10,953,936
1699,10,272,225
1700,4,250,181
1701,4,47,47
1702,7,194,80
1703,4,58,937
1704,2,954,47
1705,4,955,938
1706,4,143,939
1707,7,956,1
1708,10,957,940
1709,4,11,941
1710,4,11,942
1711,4,439,289
1712,4,250,943
1713,18,958,944
1714,4,55,82
1715,0,806,945
1716,4,632,946
1717,1,8,648
1718,7,959,363
1719,18,726,13
1720,7,370,947
1721,4,960,444
1722,4,744,57
1723,4,400,948
1724,5,46,37
1725,4,961,949
1726,0,40,225
1727,6,962,950
1728,4,963,951
1729,4,964,854
1730,4,965,952
1731,0,272,953
1732,7,966,954
1733,6,967,955
1734,4,968,51
1735,5,969,956
1736,18,421,37
1737,0,220,127
1738,4,810,91
1739,18,970,957
1740,7,158,416
1741,10,142,719
1742,4,499,7
1743,7,971,182
1744,4,972,958
1745,0,973,668
1746,10,974,959
1747,0,660,391
1748,18,862,179
1749,5,210,329
1750,4,975,329
1751,7,488,960
1752,4,195,337
1753,0,132,112
1754,2,976,961
1755,2,0,46
1756,4,47,98
1757,7,977,962
1758,7,978,290
1759,4,979,963
1760,7,980,964
1761,4,384,965
1762,7,849,966
1763,0,981,967
1764,0,982,968
1765,0,981,969
1766,1,983,970
1767,1,984,77
1768,0,984,971
1769,4,985,972
1770,0,126,973
1771,4,336,196
1772,4,336,196
1773,0,576,185
1774,4,121,259
1775,4,226,0
1776,0,986,974
1777,0,879,975
1778,4,503,49
1779,4,987,49
1780,4,987,49
1781,4,988,49
1782,4,989,976
1783,4,990,976
1784,1,407,977
1785,4,991,881
1786,4,992,66
1787,7,993,978
1788,10,41,527
1789,4,745,979
1790,5,248,980
1791,4,994,259
1792,0,692,235
1793,2,995,119
1794,4,89,981
1795,4,775,436
1796,4,996,982
1797,1,664,983
1798,7,997,984
1799,7,93,92
1800,0,397,22
1801,0,602,22
1802,0,107,22
1803,0,914,10
1804,0,288,10
1805,4,121,985
1806,1,361,985
1807,7,998,22
1808,7,998,22
1809,7,998,22
1810,7,316,22
1811,4,439,986
1812,1,187,987
1813,7,999,637
1814,4,1000,658
1815,4,114,97
1816,4,193,0
1817,7,1001,988
1818,0,316,989
1819,0,316,310
1820,0,316,989
1821,4,441,196
1822,4,225,0
1823,18,126,782
1824,7,1002,990
1825,10,62,991
1826,0,302,980
1827,1,1003,992
1828,18,281,1
1829,4,154,81
1830,7,383,84
1831,4,1004,704
1832,4,426,614
1833,7,684,183
1834,18,1005,642
1835,4,1006,993
1836,7,153,119
1837,7,210,994
1838,4,1007,995
1839,0,1008,438
1840,0,1009,996
1841,8,1010,247
1842,7,90,997
1843,7,1011,998
1844,7,363,172
1845,7,1012,303
1846,0,8,999
1847,0,1013,122
1848,10,879,1000
1849,4,879,1001
1850,4,1014,1002
1851,4,348,850
1852,7,82,1003
1853,5,768,129
1854,4,374,159
1855,4,485,327
1856,0,1015,305
1857,0,1016,305
1858,4,1017,592
1859,4,67,877
1860,7,15,200
1861,5,517,648
1862,7,93,92
1863,0,683,1004
1864,4,323,4
1865,7,219,1005
1866,4,71,535
1867,0,1018,1006
1868,4,1019,1007
1869,7,1020,1008
1870,0,1021,44
1871,4,1022,1009
1872,18,1023,1010
1873,18,483,1011
1874,6,1024,1012
1875,2,1025,1013
1876,4,503,272
1877,7,304,153
1878,4,299,1014
1879,4,1026,1015
1880,18,1,1016
1881,4,706,1017
1882,7,1027,1018
1883,4,1028,545
1884,5,124,24
1885,4,193,1019
1886,4,250,846
1887,7,1029,1020
1888,8,1030,1021
1889,8,1030,934
1890,10,1031,1022
1891,10,1032,1023
1892,10,272,1024
1893,4,121,1025
1894,0,996,592
1895,0,1033,595
1896,0,1034,462
1897,0,1035,1026
1898,0,984,200
1899,10,914,1027
1900,0,884,129
1901,0,1036,1028
1902,0,551,1029
1903,1,658,595
1904,0,1037,1030
1905,0,683,1031
1906,0,683,1031
1907,0,1038,1031
1908,0,1039,1032
1909,0,1040,595
1910,0,1041,865
1911,6,1042,1033
1912,4,254,15
1913,0,446,581
1914,7,1043,1009
1915,0,1044,717
1916,7,610,116
1917,7,50,30
1918,10,1045,1034
1919,0,1046,1007
1920,10,583,1035
1921,7,363,299
1922,4,1047,1036
1923,10,1048,1037
1924,7,1049,1038
1925,4,1050,327
1926,5,1051,1039
1927,4,494,57
1928,2,255,1040
1929,1,148,1041
1930,5,93,92
1931,18,1052,1042
1932,18,538,1028
1933,2,1053,1043
1934,4,121,425
1935,0,1054,828
1936,7,1055,1044
1937,0,514,132
1938,4,1056,1045
1939,7,1057,1046
1940,4,754,4
1941,7,1058,453
1942,4,1059,866
1943,5,1060,1047
1944,4,593,1048
1945,4,798,881
1946,0,562,96
1947,4,250,646
1948,7,1061,1049
1949,4,159,121
1950,4,83,82
1951,7,1062,945
1952,1,387,1050
1953,4,963,951
1954,7,1063,1051
1955,4,1064,1052
1956,4,317,1053
1957,4,119,248
1958,4,702,257
1959,10,363,756
1960,0,21,129
1961,4,1065,1054
1962,4,1066,1055
1963,7,1067,1056
1964,7,821,1057
1965,5,535,1058
1966,4,1068,1059
1967,4,1069,1060
1968,0,436,1061
1969,0,833,193
1970,0,292,272
1971,4,1070,1062
1972,7,1071,714
1973,4,39,283
1974,4,1072,1063
1975,7,1073,1064
1976,0,1074,1065
1977,0,216,416
1978,4,1075,1066
1979,7,295,1067
1980,4,1076,1068
1981,8,1077,634
1982,1,1078,1069
1983,18,1079,1070
1984,0,22,238
1985,0,1080,20
1986,0,1080,238
1987,0,1081,238
1988,7,1082,1071
1989,7,681,1072
1990,8,1083,1073
1991,10,1078,1069
1992,10,1084,1074
1993,10,1085,1075
1994,10,1086,1076
1995,4,1087,94
1996,6,1088,282
1997,10,1089,1077
1998,10,1086,1078
1999,0,1090,1079
2000,7,1091,1080
2001,10,1092,1081
2002,10,82,1082
2003,0,851,465
2004,0,583,459
2005,4,27,115
2006,12,1093,1083
2007,7,24,278
2008,7,277,13
2009,6,644,1084
2010,4,1094,1085
2011,1,256,1086
2012,0,739,328
2013,7,394,345
2014,2,1095,1087
2015,5,749,84
2016,4,25,405
2017,7,630,17
2018,5,1096,1088
2019,6,1097,1089
2020,4,92,91
2021,5,1098,1090
2022,4,1099,1091
2023,4,1100,1092
2024,14,1101,1093
2025,4,131,494
2026,2,964,854
2027,0,20,112
2028,5,130,665
2029,4,1102,1094
2030,5,1103,77
2031,4,500,1095
2032,1,1104,1096
2033,10,1105,1097
2034,7,481,293
2035,0,67,667
2036,0,213,428
2037,0,213,428
2038,4,1106,787
2039,8,301,117
2040,0,1107,257
2041,0,14,1098
2042,0,1108,103
2043,4,193,81
2044,7,1109,1099
2045,5,481,1100
2046,5,481,1101
2047,1,481,510
2048,5,481,1102
2049,1,481,1103
2050,5,1110,1104
2051,7,1110,736
2052,1,78,1105
2053,1,341,6
2054,0,336,82
2055,4,1111,1106
2056,0,1112,1107
2057,4,472,1108
2058,7,358,392
2059,10,1113,1109
2060,5,437,354
2061,4,1114,264
2062,7,1115,1110
2063,7,426,1111
2064,1,159,15
2065,4,53,67
2066,4,1116,1112
2067,0,885,1113
2068,5,640,388
2069,4,47,144
2070,4,1050,1114
2071,4,515,349
2072,4,1117,1115
2073,18,1118,194
2074,4,395,787
2075,2,1119,1116
2076,7,818,31
2077,5,135,9
2078,5,237,603
2079,4,1120,1117
2080,4,1121,1118
2081,5,1122,380
2082,4,53,4
2083,7,320,828
2084,4,1123,934
2085,4,1124,1119
2086,7,1125,1120
2087,4,833,193
2088,7,1116,848
2089,10,1116,848
2090,4,1126,529
2091,4,914,881
2092,4,1127,530
2093,10,1038,355
2094,10,1128,267
2095,4,348,1121
2096,4,1129,1121
2097,4,151,902
2098,1,35,196
2099,1,254,196
2100,4,649,196
2101,4,374,0
2102,4,92,1122
2103,4,287,1123
2104,2,1130,1124
2105,7,217,148
2106,5,1131,44
2107,5,603,81
2108,4,1050,1125
2109,4,266,115
2110,4,1132,652
2111,0,1133,8
2112,0,258,8
2113,2,1134,1126
2114,5,714,253
2115,6,1135,80
2116,0,1081,1127
2117,0,1081,1127
2118,0,986,1127
2119,0,1081,1127
2120,12,6,110
2121,7,1136,826
2122,1,135,129
2123,6,1137,1128
2124,0,135,126
2125,7,1138,1129
2126,4,503,272
2127,4,710,324
2128,0,1139,1130
2129,4,315,1131
2130,4,347,1132
2131,4,1140,1133
2132,10,891,121
2133,10,519,12
2134,4,447,1134
2135,5,1141,1135
2136,1,1142,1136
2137,1,550,455
2138,7,540,469
2139,1,528,988
2140,5,237,1137
2141,5,1143,1058
2142,2,1144,1138
2143,7,1145,46
2144,6,370,1139
2145,0,227,368
2146,7,248,153
2147,7,1146,575
2148,4,1080,1140
2149,4,17,1141
2150,18,389,1142
2151,8,477,1143
2152,4,873,1144
2153,4,1111,110
2154,1,126,668
2155,1,126,1145
2156,4,1147,1146
2157,7,21,354
2158,2,793,864
2159,7,1148,1147
2160,10,1149,1148
2161,0,1150,96
2162,0,1150,96
2163,5,472,321
2164,7,1151,1
2165,4,195,1149
2166,4,1152,147
2167,7,1153,1048
2168,1,1154,1150
2169,0,1155,1151
2170,4,1156,1152
2171,4,739,320
2172,0,106,710
2173,4,1157,1153
2174,7,123,143
2175,0,1158,716
2176,7,1159,1154
2177,17,595,355
2178,7,488,1155
2179,10,554,1156
2180,2,1160,1157
2181,7,554,1158
2182,10,1161,1159
2183,5,1162,582
2184,10,1163,582
2185,0,646,835
2186,7,6,6
2187,4,1152,1160
2188,18,1164,1161
2189,5,275,1162
2190,4,1165,293
2191,0,160,185
2192,5,195,363
2193,4,864,257
2194,7,341,44
2195,7,93,92
2196,7,1037,92
2197,0,1166,96
2198,7,295,1163
2199,4,384,1164
2200,7,641,1165
2201,7,1167,428
2202,18,833,193
2203,6,482,1166
2204,4,447,1167
2205,7,1002,354
2206,4,1168,1168
2207,1,1168,474
2208,4,1168,1169
2209,7,1169,1170
2210,11,558,1171
2211,7,889,1172
2212,7,1170,120
2213,0,1171,1173
2214,1,1080,1140
2215,0,1172,129
2216,0,1173,129
2217,0,1173,129
2218,1,455,1174
2219,0,638,92
2220,5,788,1175
2221,1,154,260
2222,5,77,337
2223,7,43,182
2224,4,10,31
2225,4,1174,1176
2226,4,1175,1177
2227,0,1176,731
2228,18,726,1178
2229,7,1177,1179
2230,1,31,129
2231,7,65,1180
2232,1,1178,640
2233,7,1179,648
2234,7,29,29
2235,4,47,431
2236,10,1180,1181
2237,4,1181,1182
2238,7,15,24
2239,4,1182,197
2240,4,1183,651
2241,7,1184,1183
2242,7,110,1184
2243,15,1081,865
2244,6,1185,603
2245,0,160,68
2246,0,637,68
2247,2,288,329
2248,4,370,1185
2249,0,986,974
2250,0,986,1186
2251,0,1172,974
2252,8,1186,1187
2253,0,1173,129
2254,5,1187,643
2255,7,82,97
2256,4,1188,248
2257,2,1189,1188
2258,6,1178,1189
2259,4,1190,1190
2260,4,1191,137
2261,5,283,127
2262,18,5,320
2263,6,1192,1191
2264,4,1193,1192
2265,7,742,1193
2266,7,6,388
2267,4,1194,161
2268,4,1195,1194
2269,7,1036,10
2270,4,554,1195
2271,8,1196,1196
2272,4,184,161
2273,5,41,83
2274,0,124,10
2275,10,879,1197
2276,0,1197,1198
2277,4,618,1199
2278,4,426,485
2279,0,1198,22
2280,0,646,835
2281,4,1199,11
2282,0,1200,595
2283,1,11,942
2284,2,428,1200
2285,4,647,574
2286,1,768,1201
2287,1,599,210
2288,7,548,1202
2289,4,323,82
2290,4,213,428
2291,4,1201,1203
2292,4,1202,1204
2293,4,1199,1205
2294,5,85,98
2295,4,85,1206
2296,4,1203,1207
2297,4,389,196
2298,4,161,33
2299,1,149,545
2300,1,241,1208
2301,2,1204,1209
2302,7,192,329
2303,5,1205,1210
2304,4,1206,758
2305,4,376,1211
2306,4,533,798
2307,0,575,585
2308,7,1045,881
2309,7,1207,1212
2310,0,576,1213
2311,4,403,1214
2312,7,640,200
2313,1,1208,68
2314,18,1209,1215
2315,4,237,1216
2316,7,529,485
2317,1,6,110
2318,7,189,120
2319,4,534,462
2320,6,232,1217
2321,7,187,1218
2322,4,45,677
2323,8,194,80
2324,0,232,9
2325,7,403,1219
2326,4,1210,1220
2327,4,22,428
2328,4,553,458
2329,7,626,1221
2330,7,256,421
2331,7,646,580
2332,7,250,193
2333,7,211,1222
2334,7,647,574
2335,4,553,1223
2336,4,543,1224
2337,7,187,110
2338,4,650,193
2339,7,245,495
2340,7,889,10
2341,7,643,77
2342,7,1211,388
2343,0,971,15
2344,18,374,15
2345,7,376,290
2346,0,121,225
2347,4,31,77
2348,7,616,44
2349,7,231,54
2350,7,1212,637
2351,0,8,185
2352,2,0,0
2353,4,124,15
2354,7,16,949
2355,4,439,82
2356,7,210,148
2357,4,371,1050
2358,4,47,704
2359,4,331,0
2360,4,1213,1225
2361,7,1214,1226
2362,7,940,372
2363,7,1215,1227
2364,5,1216,70
2365,6,473,1228
2366,1,126,1173
2367,7,33,1229
2368,4,1217,1230
2369,5,260,0
2370,7,162,949
2371,7,1218,1231
2372,7,1219,1232
2373,0,1220,1233
2374,7,34,201
2375,4,154,1
2376,1,1221,292
2377,7,340,29
2378,2,662,1234
2379,7,788,293
2380,7,1222,148
2381,7,1223,183
2382,18,368,1235
2383,0,1224,19
2384,7,114,70
2385,1,402,715
2386,18,54,1156
2387,7,907,1236
2388,7,13,5
2389,18,613,18
2390,1,991,226
2391,5,367,730
2392,4,1225,61
2393,18,237,127
2394,7,376,642
2395,7,1226,13
2396,6,634,1237
2397,7,167,1238
2398,7,693,158
2399,18,484,42
2400,4,1227,1239
2401,10,175,566
2402,7,1228,1240
2403,7,6,641
2404,4,534,355
2405,0,8,129
2406,18,658,603
2407,4,650,70
2408,7,687,70
2409,10,283,41
2410,7,658,465
2411,0,190,1241
2412,0,1229,302
2413,4,35,704
2414,18,209,97
2415,2,1230,1242
2416,7,80,153
2417,7,1231,1243
2418,15,54,197
2419,4,631,1244
2420,4,631,1245
2421,7,1232,1246
2422,4,1233,1007
2423,7,884,668
2424,18,1234,1247
2425,7,282,416
2426,4,1235,1248
2427,4,1236,1249
2428,4,227,322
2429,4,182,55
2430,18,130,127
2431,4,601,159
2432,4,760,159
2433,7,300,1250
2434,1,131,158
2435,7,237,388
2436,7,971,5
2437,4,79,328
2438,4,1237,328
2439,4,374,0
2440,0,283,6
2441,0,333,153
2442,4,288,97
2443,1,121,293
2444,7,211,13
2445,4,703,667
2446,7,726,1251
2447,4,286,19
2448,0,1238,1252
2449,0,84,581
2450,4,1239,1253
2451,0,62,1254
2452,0,801,22
2453,7,67,44
2454,4,319,1255
2455,7,1240,1256
2456,5,123,62
2457,10,82,1257
2458,7,99,667
2459,0,1241,237
2460,4,1242,117
2461,7,1037,1258
2462,6,1243,1259
2463,4,1244,761
2464,4,1245,606
2465,1,261,114
2466,1,1246,196
2467,2,1247,1260
2468,7,29,1261
2469,10,879,1262
2470,7,219,1263
2471,7,1248,804
2472,5,1249,664
2473,4,170,1108
2474,0,480,777
2475,4,439,31
2476,4,1250,1264
2477,6,1251,1265
2478,4,661,609
2479,4,661,609
2480,4,193,83
2481,4,661,609
2482,4,1252,1266
2483,4,1253,487
2484,0,517,545
2485,4,300,10
2486,4,1254,1267
2487,4,233,317
2488,4,54,570
2489,4,114,1268
2490,6,1255,1269
2491,0,468,1270
2492,7,388,1271
2493,7,548,802
2494,4,1256,1272
2495,0,536,464
2496,4,527,1273
2497,7,376,173
2498,10,1257,1274
2499,1,1258,1275
2500,1,560,849
2501,7,361,804
2502,4,1259,370
2503,1,331,181
2504,12,189,80
2505,1,1170,1276
2506,4,710,324
2507,4,249,1277
2508,7,381,20
2509,4,286,153
2510,18,640,5
2511,4,216,55
2512,5,536,1100
2513,1,647,585
2514,13,537,465
2515,5,786,935
2516,0,984,1026
2517,7,1260,1278
2518,7,627,1256
2519,7,1261,465
2520,0,1262,2
2521,1,697,0
2522,7,13,153
2523,4,1263,122
2524,4,577,1279
2525,0,660,1280
2526,1,1264,704
2527,4,446,570
2528,4,985,97
2529,4,869,1281
2530,4,530,1282
2531,4,231,77
2532,1,1265,888
2533,1,863,888
2534,1,53,888
2535,2,919,252
2536,19,1266,891
2537,4,344,1283
2538,0,1034,873
2539,7,1267,1284
2540,18,1268,1285
2541,0,1269,465
2542,18,275,81
2543,10,1270,1054
2544,4,1271,1286
2545,1,768,1287
2546,18,1272,355
2547,18,648,1288
2548,0,1273,592
2549,1,77,33
2550,5,237,5
2551,4,323,583
2552,4,130,1289
2553,4,130,25
2554,4,130,1290
2555,7,130,127
2556,7,130,19
2557,7,426,668
2558,2,479,1291
2559,0,1274,1107
2560,0,1274,1107
2561,0,1274,1107
2562,0,683,1107
2563,0,1275,1107
2564,5,534,508
2565,7,124,81
2566,0,334,1292
2567,0,586,1293
2568,0,777,1294
2569,0,753,149
2570,0,319,113
2571,0,1276,8
2572,12,637,1070
2573,4,632,885
2574,7,1277,795
2575,18,187,1
2576,7,699,1108
2577,4,299,462
2578,4,1261,476
2579,0,1278,1065
2580,7,1279,1295
2581,4,1072,1296
2582,7,1280,1297
2583,7,1148,594
2584,1,1281,1298
2585,4,661,609
2586,4,302,39
2587,7,1211,200
2588,7,858,200
2589,18,1261,476
2590,1,646,1299
2591,7,358,55
2592,7,1282,1300
2593,0,1180,727
2594,7,547,908
2595,7,889,181
2596,4,657,1301
2597,18,1283,1181
2598,1,22,257
2599,4,1284,1302
2600,4,81,248
2601,2,1285,283
2602,0,445,1303
2603,1,358,210
2604,1,1286,1304
2605,1,1287,585
2606,7,54,393
2607,4,182,873
2608,18,376,1305
2609,7,10,313
2610,4,196,169
2611,4,1211,54
2612,7,1288,259
2613,7,648,1306
2614,7,640,1070
2615,0,163,153
2616,4,602,183
2617,4,1111,462
2618,17,93,92
2619,5,433,290
2620,4,1007,1257
2621,4,1289,721
2622,7,110,251
2623,7,955,743
2624,4,1290,1307
2625,4,1291,458
2626,0,1172,6
2627,4,468,377
2628,4,1292,983
2629,4,1293,0
2630,4,121,4
2631,0,135,185
2632,7,689,641
2633,5,687,70
2634,4,1294,1308
2635,4,412,57
2636,4,486,866
2637,4,1295,103
2638,7,1296,200
2639,4,1297,1092
2640,6,1298,1309
2641,4,187,49
2642,4,1299,1310
2643,7,1179,1311
2644,7,1171,471
2645,4,1300,1312
2646,4,541,443
2647,7,132,120
2648,5,54,210
2649,4,254,196
2650,7,1301,837
2651,7,1302,1313
2652,0,740,425
2653,7,1303,787
2654,5,639,73
2655,7,661,609
2656,0,1304,787
2657,4,287,1314
2658,4,1305,1315
2659,7,1306,46
2660,4,806,1316
2661,4,1307,1317
2662,4,690,1318
2663,7,24,417
2664,10,1308,1319
2665,0,1180,1320
2666,0,1309,1115
2667,10,865,448
2668,7,460,1321
2669,0,77,320
2670,7,76,418
2671,4,1310,1322
2672,0,1311,354
2673,18,190,1323
2674,10,1312,1324
2675,4,1313,22
2676,4,1314,259
2677,2,1025,1325
2678,0,715,84
2679,7,223,1326
2680,4,1315,912
2681,4,1316,1327
2682,7,152,158
2683,4,1317,605
2684,18,1177,1312
2685,4,528,456
2686,1,194,1328
2687,6,1318,1329
2688,4,291,313
2689,2,1319,1255
2690,4,35,1094
2691,4,1320,772
2692,4,47,47
2693,4,1321,1330
2694,4,11,942
2695,0,84,293
2696,0,1322,96
2697,6,1323,1331
2698,4,631,1332
2699,10,1324,1333
2700,0,1325,585
2701,1,661,609
2702,4,661,609
2703,0,1112,1334
2704,7,517,592
2705,0,1326,974
2706,7,1327,1335
2707,0,1326,974
2708,0,1172,974
2709,4,661,609
2710,7,661,1336
2711,7,1328,585
2712,0,798,368
2713,1,1329,1337
2714,5,684,354
2715,10,1330,1338
2716,6,1185,1339
2717,0,683,487
2718,4,1331,597
2719,10,1268,1340
2720,8,1332,1185
2721,8,1333,1341
2722,8,1334,1342
2723,8,1335,1343
2724,8,1335,1343
2725,0,1336,1344
2726,7,426,1345
2727,1,8,1123
2728,4,11,1346
2729,1,1337,1347
2730,1,1337,1348
2731,1,1337,1349
2732,4,535,798
2733,8,726,1350
2734,5,545,605
2735,6,79,1351
2736,6,79,1352
2737,17,638,92
2738,0,1037,92
2739,5,353,1353
2740,4,343,77
2741,4,536,70
2742,7,124,1354
2743,2,1025,646
2744,4,1050,1355
2745,4,1050,1355
2746,4,1338,1355
2747,4,1339,346
2748,4,1340,1356
2749,0,1341,1357
2750,0,1341,1358
2751,0,1341,1358
2752,4,377,1359
2753,0,325,392
2754,0,319,185
2755,13,272,77
2756,4,256,1360
2757,0,1128,313
2758,0,407,44
2759,0,407,44
2760,0,407,44
2761,0,80,44
2762,10,376,1361
2763,7,889,1361
2764,0,1013,881
2765,8,1342,1362
2766,0,1343,1363
2767,7,36,159
2768,4,39,54
2769,7,437,637
2770,7,642,159
2771,4,503,159
2772,0,477,159
2773,0,359,24
2774,13,85,1364
2775,7,901,148
2776,7,426,44
2777,7,650,388
2778,2,912,1365
2779,0,272,1366
2780,0,164,493
2781,5,134,980
2782,0,1344,1367
2783,7,485,20
2784,5,1345,77
2785,10,331,510
2786,4,1346,1232
2787,18,640,5
2788,7,534,510
2789,7,1325,510
2790,5,358,433
2791,4,543,1368
2792,0,272,225
2793,0,1002,576
2794,7,1347,1369
2795,4,1019,1007
2796,0,289,403
2797,2,793,730
2798,7,1348,1370
2799,7,1349,1371
2800,2,1350,44
2801,4,490,18
2802,0,258,44
2803,2,1351,15
2804,0,240,710
2805,7,211,285
2806,18,1085,143
2807,4,323,1372
2808,5,190,1373
2809,0,457,1374
2810,0,1162,1374
2811,5,402,1375
2812,0,867,1004
2813,0,1352,1004
2814,0,1353,1004
2815,4,655,92
2816,0,19,290
2817,0,1354,1376
2818,4,104,300
2819,4,1355,300
2820,5,1356,1377
2821,4,277,31
2822,4,308,1378
2823,4,1357,895
2824,4,1358,1379
2825,7,1359,1380
2826,7,640,1109
2827,7,1360,1381
2828,7,182,12
2829,7,1361,1382
2830,0,46,235
2831,4,766,1383
2832,4,1362,681
2833,7,1030,1384
2834,7,288,6
2835,2,1363,1209
2836,5,545,458
2837,0,169,302
2838,0,683,465
2839,0,1364,1385
2840,7,626,217
2841,4,53,428
2842,0,163,237
2843,7,472,1386
2844,4,47,47
2845,7,47,1108
2846,4,47,47
2847,7,1365,1387
2848,4,1366,1388
2849,4,273,82
2850,4,696,1389
2851,7,591,1390
2852,7,1367,354
2853,4,1368,1391
2854,0,160,12
2855,0,93,92
2856,4,309,1392
2857,4,1369,979
2858,10,1370,1393
2859,10,1371,1394
2860,0,93,92
2861,7,467,319
2862,1,1372,92
2863,0,1161,1395
2864,0,1161,1396
2865,8,1161,1159
2866,8,1373,1397
2867,0,801,44
2868,10,1374,1398
2869,4,182,393
2870,7,452,696
2871,4,1375,658
2872,7,1376,1399
2873,7,1273,505
2874,6,1377,1400
2875,4,1378,1401
2876,7,1379,1402
2877,5,296,1282
2878,4,384,197
2879,6,1380,1403
2880,4,2,132
2881,4,1381,1404
2882,10,1382,675
2883,0,1383,1405
2884,4,130,1406
2885,4,897,11
2886,4,897,11
2887,7,526,355
2888,7,547,1407
2889,7,541,485
2890,4,1384,388
2891,0,664,304
2892,0,68,19
2893,4,1385,787
2894,4,1386,55
2895,4,180,881
2896,0,1387,40
2897,4,757,1002
2898,7,1388,1408
2899,5,1389,566
2900,0,1390,911
2901,1,703,1371
2902,0,808,669
2903,5,1391,1409
2904,7,1392,1410
2905,4,1393,1411
2906,5,325,43
2907,10,1394,1412
2908,4,1395,1413
2909,5,690,1414
2910,4,722,1415
2911,4,1396,1416
2912,4,1397,1417
2913,7,1398,1418
2914,18,346,127
2915,10,146,1419
2916,10,671,1420
2917,10,1399,1421
2918,7,644,1422
2919,4,1400,1423
2920,4,468,1424
2921,0,1041,618
2922,1,576,1425
2923,4,574,1426
2924,4,1401,1427
2925,10,1086,1078
2926,10,681,1074
2927,10,1402,1428
2928,0,1036,1429
2929,10,1403,1430
2930,4,1404,1431
2931,4,1405,1432
2932,10,1406,1433
2933,4,1069,1434
2934,4,130,191
2935,2,1407,1435
2936,0,1408,22
2937,0,1356,865
2938,4,739,103
2939,7,847,825
2940,7,124,1436
2941,4,1409,1437
2942,7,1410,1438
2943,4,250,354
2944,4,104,1439
2945,0,1411,1440
2946,7,1411,1440
2947,1,1412,632
2948,4,1413,1441
2949,18,1414,886
2950,2,662,798
2951,7,851,1168
2952,5,1415,1442
2953,7,1416,1443
2954,4,254,272
2955,7,767,46
2956,4,1417,832
2957,0,1418,96
2958,1,695,1444
2959,1,1419,1445
2960,0,1420,369
2961,7,245,112
2962,4,207,91
2963,18,769,1130
2964,0,1421,119
2965,7,1422,124
2966,0,1172,129
2967,1,600,865
2968,0,801,185
2969,7,834,545
2970,4,121,18
2971,6,1423,10
2972,2,1424,1446
2973,1,198,646
2974,4,630,1447
2975,18,375,643
2976,7,818,31
2977,0,16,581
2978,0,1425,822
2979,0,190,168
2980,0,9,1448
2981,1,163,44
2982,4,864,4
2983,4,864,12
2984,0,986,1186
2985,2,1426,469
2986,5,13,298
2987,18,13,293
2988,7,13,1449
2989,4,175,1194
2990,4,1044,1450
2991,4,1284,54
2992,7,162,219
2993,4,1427,1451
2994,2,729,1053
2995,18,1428,547
2996,4,896,44
2997,7,41,129
2998,7,248,957
2999,18,513,1452
3000,1,288,0
3001,4,763,24
3002,13,1429,993
3003,0,299,57
3004,1,353,710
3005,4,821,1453
3006,0,1430,1454
3007,7,694,730
3008,4,187,1455
3009,7,163,153
3010,5,275,10
3011,7,591,1456
3012,7,1431,1256
3013,5,821,1457
3014,4,536,1458
3015,4,55,1459
3016,7,190,354
3017,1,1432,585
3018,5,446,704
3019,7,537,454
3020,7,1433,337
3021,10,1434,1460
3022,0,790,911
3023,0,1435,1461
3024,7,716,1462
3025,4,1436,359
3026,5,70,70
3027,7,642,616
3028,4,299,1463
3029,4,157,168
3030,0,1437,744
3031,0,1437,744
3032,0,308,262
3033,7,939,66
3034,4,1438,1464
3035,4,1439,675
3036,7,627,1465
3037,4,1440,1466
3038,7,119,438
3039,4,618,972
3040,4,4,1108
3041,4,1441,1423
3042,4,99,1361
3043,0,1442,953
3044,0,132,82
3045,0,971,82
3046,4,1311,290
3047,4,1443,572
3048,2,1444,434
3049,4,389,1467
3050,0,1445,197
3051,5,1224,953
3052,6,730,82
3053,0,358,866
3054,4,1446,1468
3055,10,248,578
3056,7,679,1469
3057,15,1447,865
3058,7,485,313
3059,7,1448,1470
3060,4,1449,930
3061,4,730,1471
3062,4,126,1472
3063,0,618,290
3064,0,1450,193
3065,1,1262,1473
3066,0,332,1474
3067,5,1296,534
3068,4,1451,983
3069,4,124,295
3070,4,297,1156
3071,8,1403,1475
3072,4,985,1256
3073,4,215,534
3074,0,1452,1476
3075,0,377,1477
3076,4,1453,1115
3077,5,1454,298
3078,4,779,1478
3079,0,1455,1479
3080,10,950,1480
3081,7,105,1481
3082,7,644,342
3083,4,1456,1482
3084,5,77,13
3085,4,92,1094
3086,18,159,264
3087,4,1457,1483
3088,2,1458,1484
3089,7,185,132
3090,4,1459,1485
3091,4,1460,1486
3092,2,396,272
3093,0,1461,225
